"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_solution","tests.three","2026-02-22","failed","2026-02-22","","test_three_one","",""
"","0","test_two","tests.two","2026-02-22","passed","2026-02-22","","test_two","",""
"","0","test_one_two_ok","tests.one","2026-02-22","passed","2026-02-22","","test_one_two","",""
"","0","test_three","tests.three.three_two","2026-02-22","passed","2026-02-22","","test_three","",""
"","0","test_one_one_ok","tests.one","2026-02-22","passed","2026-02-22","","test_one_one","",""
"","0","test_one_one_fail","tests.one","2026-02-22","failed","2026-02-22","","test_one_one","",""
"","0","test_one_two_fail","tests.one","2026-02-22","failed","2026-02-22","","test_one_two","",""
